keyword,created_at,author_handle,text,like_count,repost_count,post_uri
#photocard,2025-09-30T02:13:48.751Z,sammsynnite.bsky.social,Obviously got the photocard of the BEST GIRL ❤️💜💖👊💥 #kpopdemonhunters #mira #music #photocard,1,0,at://did:plc:7rjr63xvn3qt7nikw4bbehxn/app.bsky.feed.post/3lzzhakgess2x
#photocard,2025-09-27T09:07:58.351Z,lukalence.bsky.social,"My animated photocard! This was done for a university project using #aftereffect and im rather happy with the outcome. Can't wait to explore more!
#kpop #kazuhafanart #kazuha #lesserafimfanart #lesserafim #photocard #animation",0,0,at://did:plc:3oq6xzhjgxgsbanfo4n25lm2/app.bsky.feed.post/3lzsmyizp7k2o
#photocard,2025-09-26T16:06:29.152Z,conangay.bsky.social,"*VENDA/VENDO*
💞FANS JYP POB I.N por R$50 (mais 9 reais o frete)
💞Mando vídeo e foto no pv
💞Tenho feedbacks positivos

#straykids #photocard #skz #in",1,0,at://did:plc:cmkd5m2u7qy5shniimqka2wg/app.bsky.feed.post/3lzqtw3merc2f
#photocard,2025-09-25T17:17:08.556Z,thranpyon.bsky.social,bruce went ahead u_u #batfamily #batman #dcu #fanmerch #photocard,4,0,at://did:plc:lqbgnzokcrjljwswk5dklepy/app.bsky.feed.post/3lzohetvyx22s
#photocard,2025-09-25T02:51:24.451Z,lukalence.bsky.social,"Kazuha Photocard<3
 This illustration is for an animated uni project so that'll be coming soon hopefully! 
--------
#kazuhafanart #lesserafimfanart #lesserafim #lesserafimkazuha #illustration #kpopfanart #photocard #KPOP",4,1,at://did:plc:3oq6xzhjgxgsbanfo4n25lm2/app.bsky.feed.post/3lzmwz63mmc2k
#photocard,2025-09-24T12:03:18.128Z,sucraris.bsky.social,"Kpop Demon Hunters Photocards 06/08
🍔🐰🐢 Zoey 🐢🐰🍔

Comments, like and shares are appreciated 🙏💕 🚫pls don't repost/steal🚫

#kpopdemonhunters #huntrix  #kpdhzoey #photocard  #fanart  #zoey",9,2,at://did:plc:ph3waywsuoj27q5bselgl2hz/app.bsky.feed.post/3lzl4txy5ok22
#photocard,2025-09-23T18:30:54.110Z,morethanabranch.bsky.social,"Make Halloween extra special with a custom photo card! This 5x7 design is fun, unique, and super easy to personalize in Canva, just drag and drop. 

#HalloweenCard #PhotoCard #CustomGreetingCard #CanvaTemplate #HalloweenVibes #SpookySeason #PersonalizedCard #HalloweenFun #DIYCard #Halloween2025",1,0,at://did:plc:5ha7xvwklvrdkoj343ci2ud2/app.bsky.feed.post/3lzjklhi7wq2j
#photocard,2025-09-20T22:13:39.807Z,gabumk.bsky.social,Fiz uns testes hoje! 💕✨ #amordoce #photocard,6,1,at://did:plc:7xyv4y2yng6wi5bqjvvbep4f/app.bsky.feed.post/3lzcfmronec2w
#photocard,2025-09-17T17:17:18.714Z,lukrio99990.bsky.social,Photocard for My friend! #art #ocsky #photocard,7,0,at://did:plc:fmhoperw7wnoxwt2o5rddfan/app.bsky.feed.post/3lz2doaccec2a
#photocard,2025-09-16T00:32:01.406Z,lukrio99990.bsky.social,Wysteria photo card! #art #ocsky #photocard,7,0,at://did:plc:fmhoperw7wnoxwt2o5rddfan/app.bsky.feed.post/3lyw2zqowlc2c
#photocard,2025-09-15T10:36:35.206Z,sucraris.bsky.social,"Kpop Demon Hunters Photocards 05/08
🐯🫰 Jinu Saja 🫰🐯

Comments, like and shares are appreciated 🙏💕 🚫pls don't repost/steal🚫

#kpopdemonhunters #kpopdemonhuntersfanart #jinusaja #sajaboys #kpdhfanart #kpdhjinu #photocard #illustration  #fanart #kpdh #kpop #kpdhart #hot #jinu",27,6,at://did:plc:ph3waywsuoj27q5bselgl2hz/app.bsky.feed.post/3lyumdnvnkk2g
#photocard,2025-09-14T16:44:51.013Z,alecswolf.bsky.social,"Costo pero logre conseguir todos los diseños de las nuevas pc de Pearl boy y que mejor que me salieron las 3 especiales ❤️
,#photocard #pearlboy #inking #bl #manhwa #dooshik #jooha #lezhin #photocard",1,0,at://did:plc:iczmdg7n5o4ltdxqhwqptjcn/app.bsky.feed.post/3lysqhjlq6s2x
#photocard,2025-09-09T03:25:54.710Z,lillysapphire55.bsky.social,"I want to buy a photocard album for game characters I love, but everywhere I look they just don't FIT them. I've checked Amazon, Etsy, and other local craft stores, but all just are either way too big of an album or not what I was looking for

Any tips/help? ;w;?
#Yume #Photocard",2,0,at://did:plc:oq2apzicskfg335xt7kjfxum/app.bsky.feed.post/3lyerir5qa225
#photocard,2025-09-08T23:24:48.506Z,yaminoneko.bsky.social,"Some much needed serotonin
#photocard #kawaii #purikura",12,3,at://did:plc:nvmejrl33sqausatbdqrgzjw/app.bsky.feed.post/3lyedz2lacc2n
#photocard,2025-09-08T06:55:20.605Z,sakuraihoshi.bsky.social,"🌸¿Que tan normal será que hagas photocards de un hombre ficticio de la época de la Regencia? 😆🩷
*
#kawaiiaesthetic #mininote #mrdarcy #prideandprejudice #britishactors #matthewmacfayden #fitzwilliamdarcy #myedits #photocard #kawaiiedits",1,0,at://did:plc:jyktwzo36rldz4pxb2feal2a/app.bsky.feed.post/3lycmprrgwc2d
#photocard,2025-09-02T23:09:48.908Z,pandakingart.bsky.social,"Did you know I carry trading cards? I launched my own line of cards 1 year ago, and am slowly trying to develop a full on game around these awesome photos cards! Here are some of the Nikke cards I made this year! #NIKKE #NIKKEfanart #NIKKEBunnyGirl #TradingCards #tradingcard #photocard #NikkeArt",1,0,at://did:plc:eius6o4gwkz2yotbysti2l66/app.bsky.feed.post/3lxvae6qd5k2i
#photocard,2025-08-30T15:05:29.807Z,ao3hyunin.bsky.social,"gente alguém tem interesse nesse felix maniac mask off ver? 💔 tá no preço certinho da tabela pfv alguém leva
#straykids #venda #photocard #felix #maniac #ceremony",2,0,at://did:plc:mxc6pr3fmizardg2hzhu5vej/app.bsky.feed.post/3lxmtvvyluc2b
#photocard,2025-08-30T06:26:50.309Z,starsaints.bsky.social,"Oh no making these little frames is so fun 😭💕💕💕
#deco #photocard #crafting #puppygirl",3,0,at://did:plc:wrxbtz3zsgxoev4mgrfdtqsc/app.bsky.feed.post/3lxlwwlsirc25
#photocard,2025-08-29T18:14:57.107Z,vampyyy12.bsky.social,"I <3 making photocards 😋 

#marvel #photocard",1,0,at://did:plc:4l4jjlshcjmnfccjheaosq67/app.bsky.feed.post/3lxknzpof4c2l
#photocard,2025-08-28T10:06:38.703Z,wombateule.bsky.social,"Halllloooo, wäre super wenn ihr den post rebloggen könntet, Freunde von mir sind in geldnot und wir bräuchtwn dringend Geld.
Habe verschiedene #kpop #alben und #Photocard s drin

www.kleinanzeigen.de/s-bestandsli...",0,0,at://did:plc:fwhoob6mk6jtt43gmogzy7kl/app.bsky.feed.post/3lxhcbskeyk2g
#photocard,2025-08-27T02:13:19.807Z,wooacry.com,"Free Photocard Desgign Template

#wooacry #photocard #carddesign #arttemplate",2,2,at://did:plc:uvqgjdjgby34igl4m5vcqolv/app.bsky.feed.post/3lxdxegfjj22z
#photocard,2025-08-22T10:49:33.608Z,onart01.bsky.social,"Posting it here 🫣
My #Oc #wallpaper 

#Zhenya #photocard 
#코드네임아나스타샤 #제냐 #CodenameAnastasia #fanart

🤭 I also made this phone charm too hehe",30,1,at://did:plc:2mbwl4firukk7rn5m6inll2j/app.bsky.feed.post/3lwybur5vcc2t
#photocard,2025-08-21T21:17:37.305Z,vampyyy12.bsky.social,"Some photocards I’ve decorated!!! (art & photo not by me. I just decorated them! Credit to respective artists)

#photocard #stickers #marvel #art #polco",3,0,at://did:plc:4l4jjlshcjmnfccjheaosq67/app.bsky.feed.post/3lwwuj2wmfc2a
#photocard,2025-08-19T02:18:16.308Z,sneakingproboscis.bsky.social,"SAY CHEESEEE!!!! 🩷🩷🩷🩷

I love her

#ocart #oc #drawing #painting #artmoots #photocard #art #illustration #pink",22,2,at://did:plc:ycskmma6cfs4kk3z5repxlrg/app.bsky.feed.post/3lwptvthevs2l
#photocard,2025-08-18T13:42:28.510Z,ricaso.bsky.social,"Funny Photo Personalized Christmas Family Holiday Card from #Ricaso - Add your own faces to this cute fun holiday card

zazzle.com/photo_person...

#zazzlemade 
@zazzle
 #photocard #christmas #merrychristmas #funchristmas #happyholidays #personalized #addphotos #customizable",1,0,at://did:plc:r6gy4afsxuvwikqgcprlr5sh/app.bsky.feed.post/3lwojoju5ik2m
#photocard,2025-08-18T13:04:53.014Z,ricaso.bsky.social,"North Pole News Christmas Newspaper Personalized Holiday Card
Bring joy, laughter, and a touch of the North Pole to your holiday greetings.

#zazzlemade #@zazzle #ricaso #christmas #whatayear #merrychristmas #northpolenews #photocard 

www.zazzle.com/north_pole_n...",0,0,at://did:plc:r6gy4afsxuvwikqgcprlr5sh/app.bsky.feed.post/3lwohlcxczs2j
#photocard,2025-08-18T12:50:59.511Z,ricaso.bsky.social,"Magazine Cover Mele Kalikimaka Personalized Holiday Card - A fun novelty Christmas card by Ricaso - zazzle.com/magazine_cov...

#zazzlemade 
@zazzle
 #christmas #ricaso #melekalikimaka #photocard",0,0,at://did:plc:r6gy4afsxuvwikqgcprlr5sh/app.bsky.feed.post/3lwogsl6ugk2j
#photocard,2025-08-18T07:59:42.404Z,stefflesart.bsky.social,"Finally caught up with the manga, ts actually so peak 😩

[ #art #gachiakuta #photocard #anime #rudo #enjin #zanka #riyo ]",11,1,at://did:plc:o6oogx4j4mxomlmoyqphuo3e/app.bsky.feed.post/3lwnwjhgwmc2n
#photocard,2025-08-15T22:23:07.911Z,xiya418.bsky.social,"cool & spicy ❤️
•
First in my shugo chara seriessss
aiming to turn them into photocards when I have a complete set ♡

who do you want to see next?
•
🏷 #hinamoriamu #shugochara #digitalart #photocard #しゅごキャラ #캐캐체 #캐릭캐릭체인지 #shugocharaamu #shugocharafanart",9,4,at://did:plc:pb75rsfqxs77g6dgmcb74yrr/app.bsky.feed.post/3lwhvepag722l
#photocard,2025-08-13T22:06:42.116Z,fishhuo.bsky.social,"wife…. Clenches fist

#ocs #photocard #polco #stickerdeco",16,2,at://did:plc:c4lbyppzdw4gkwiy5cdmbluf/app.bsky.feed.post/3lwctjjkztc2v
#photocard,2025-08-11T12:20:12.910Z,sucraris.bsky.social,"Kpop Demon Hunters Photocards 04/09
🍿🔥 Abby Saja 🔥🍿

Comments, like and shares are appreciated 🙏💕 🚫pls don't repost/steal🚫

#kpopdemonhunters #kpopdemonhuntersfanart #abbysaja #sajaboys #kpdhfanart #kpdhabby #photocard #illustration  #fanart #kpdhromance #kpdh #kpop #kpdhart",44,16,at://did:plc:ph3waywsuoj27q5bselgl2hz/app.bsky.feed.post/3lw4rsvlw7c2e
#photocard,2025-08-10T20:29:35.605Z,narooshere.bsky.social,"ivan photocard i made eheheheh
#Ivan #alienstage #photocard #craft",12,1,at://did:plc:5yk5jasl7mk65qgwq6fhgsti/app.bsky.feed.post/3lw33kkwt4k2b
#photocard,2025-08-08T17:35:14.402Z,ryujiinx.bsky.social,so hey! i’m trying to clear out my dupe photocards so if ur interested in some ateez photocards i have a lot up on vinted! can arrange sale off vinted too since i’m in the uk & vinted sucks for that #ateez #ateezwts #photocard  www.vinted.co.uk/member/77454...,2,1,at://did:plc:wx5kbp77ffqfp5w774sletqx/app.bsky.feed.post/3lvvrzjpxks2k
#photocard,2025-08-06T22:32:57.810Z,ossiconearts.bsky.social,"The Stray Kids PC Holders have just been restocked!
The stock is low, so get one while you can!
www.etsy.com/shop/OssiconeArts

#straykids #han #bangchan #leeknow #hyunjin #felix #in #jeongin #seungmin #changbin #kpop #photocardholder #photocard #kpop #kpopphotocard",0,0,at://did:plc:sqg5b6b4saijh6qoqy6nrmem/app.bsky.feed.post/3lvrbpq3l622s
#photocard,2025-08-06T13:40:44.307Z,sucraris.bsky.social,"Kpop Demon Hunters Photocards 03/09
❓🐶 Mystery Saja 🐶❓

Comments, like and shares are appreciated 🙏💕 🚫pls don't repost/steal🚫

#kpopdemonhunters #kpopdemonhuntersfanart #mysterysaja #sajaboys #kpdhfanart #kpdhmystery #photocard #illustration #fanart #kpdhromance #kpdh #kpop #kpdhart",25,11,at://did:plc:ph3waywsuoj27q5bselgl2hz/app.bsky.feed.post/3lvqdybcwy22i
#photocard,2025-08-05T17:30:46.313Z,zihuaart.bsky.social,"Countdown to 🌙 ONEUS H_OUR,US 🌙concert in Detroit w/ the Gaja Boys 😈💖

Day 5 : Son Dongju / Xion ~ 🐶
ft. focus on his puppy eyes

Find me for these fanart PCs as limited freebies!

#kpop #photocard #photocards #KPDH  #KPOPDEMONHUNTERS #sajaboys #케이팝데몬헌터스 #케데헌 #사자보이즈 #원어스
#TOMOON #투문 #시온 #손동주 #동주",1,0,at://did:plc:4k22pe3vxrm6ixl4rufqlsyb/app.bsky.feed.post/3lvoaemdquk2d
#photocard,2025-08-04T17:12:09.810Z,zihuaart.bsky.social,"Countdown to 🌙 ONEUS H_OUR,US 🌙concert in Detroit w/ the Gaja Boys 😈💖

Day 4 : Yeo Hwanwoong ~ 🐯
ft. baby tiger stripes all over

Find me for these fanart PCs as limited freebies!

#kpop #photocard #photocards #KPDH  #KPOPDEMONHUNTERS #sajaboys #케이팝데몬헌터스 #케데헌 #사자보이즈 #원어스
#TOMOON #투문 #여환웅 #환웅",2,0,at://did:plc:4k22pe3vxrm6ixl4rufqlsyb/app.bsky.feed.post/3lvloudmxn22s
#photocard,2025-08-04T07:53:27.407Z,impactstore.bsky.social,"Os miran serias, seductoras, porque saben que os resultan irresistibles... ¡Tenemos cambios y novedades en las #photocard de #aespa! Ven a la tienda, hazte con todas, enamórate, ¡forma parte de algo increíble! ¡Te esperamos en la calle Rodríguez San Pedro, 71!",0,0,at://did:plc:d4p4lsrnwvzulvxwrigbvxtj/app.bsky.feed.post/3lvkpnl3yms2f
#photocard,2025-08-03T23:48:00.903Z,rayaeternum.bsky.social,"The last time I went out my Stolitz photocards from Sero started peeling at the back. One whole piece came off. Unfortunately they now need to go into retirement or else they might be destroyed 🥲 I've had to put them in some Pokemon sleeves...

#Stolitz #Photocard #pokemon",6,0,at://did:plc:2ei77azlp2xp4imxiaqofula/app.bsky.feed.post/3lvjujd2kd22y
#photocard,2025-08-03T19:28:23.511Z,zihuaart.bsky.social,"Countdown to 🌙 ONEUS H_OUR,US 🌙concert in Detroit w/ the Gaja Boys 😈💖

Day 3 : Lee Keonhee ~ 🐰
ft. bunny paw print 🐾

Find me for these fanart PCs as limited freebies!

#kpop #photocard #photocards #KPDH  #KPOPDEMONHUNTERS #sajaboys #케이팝데몬헌터스 #케데헌 #이건희 #건희 #사자보이즈 #원어스 #TOMOON #투문",0,0,at://did:plc:4k22pe3vxrm6ixl4rufqlsyb/app.bsky.feed.post/3lvjfz3uw4s2d
#photocard,2025-08-02T20:52:23.309Z,zihuaart.bsky.social,"Countdown to 🌙 ONEUS H_OUR,US 🌙concert in Detroit w/ the Gaja Boys 😈💖

Day 2 : Kim Geonhak / Leedo ~ 🐥
ft. feather patterns + 💪

Find me for these fanart PCs as limited freebies!

#kpop #photocard #photocards #KPDH  #KPOPDEMONHUNTERS #sajaboys #케이팝데몬헌터스 #케데헌 #사자보이즈 #김건학 #건학 #원어스 #TOMOON #투문 #이도",2,1,at://did:plc:4k22pe3vxrm6ixl4rufqlsyb/app.bsky.feed.post/3lvh2ae3e6c2a
#photocard,2025-08-02T17:22:47.505Z,deniseilustra.bsky.social,"Top Loader do Derpy! Perfeitonpra você colocar seu photocard do idol favorito ou até mesmo seu cartão de transporte! Em PRÉ-VENDA na lojinha:

deniseilustraloja.lojavirtualnuvem.com.br/produtos/pre...

#huntrix #derpy #sajaboys #demonhunters #photocard #idol",1,0,at://did:plc:qkkdm6lccdm4e2mmvq4insip/app.bsky.feed.post/3lvgojrlt222z
#photocard,2025-08-02T10:00:57.905Z,sawaiart.bsky.social,"💙Cure Wink💙 

I honestly like that they didn't just have her be a calm and studious character as a blue cure, but added some funny quirks to her personality to make her feel more human. And she has a fun dynamic with the other two cures 🩷💜.

#idolprecure #youandidol #kimitoidol #curewink #photocard",5,1,at://did:plc:tt42hffvorpf2bvriijtrqei/app.bsky.feed.post/3lvfvtqq4nf2w
#photocard,2025-08-01T18:09:00.008Z,zihuaart.bsky.social,"Countdown to 🌙 ONEUS H_OUR,US 🌙concert in Detroit w/ the Gaja Boys 😈💖

Day 1 : Lee Seoho ~ 🐿️
ft. chipmunk stripes on his head

Find me for these fanart PCs as limited freebies!

#kpop #photocard #photocards #KPDH  #KPOPDEMONHUNTERS #sajaboys #케이팝데몬헌터스 #케데헌 #사자보이즈 #이서호 #서호 #원어스 #TOMOON #투문",1,0,at://did:plc:4k22pe3vxrm6ixl4rufqlsyb/app.bsky.feed.post/3lveanbny5c2c
#photocard,2025-07-30T08:18:38.209Z,s4tk0.bsky.social,Vi photocard timelapse! #vi #viarcane #arcane #photocard,2,0,at://did:plc:ooxd5ylyytz6laiga4vtdwno/app.bsky.feed.post/3lv66pyc6ws22
#photocard,2025-07-28T21:06:36.507Z,sucraris.bsky.social,"Kpop Demon Hunters Photocards 02/09
💕🌹Romance Saja 🌹💕

Comments, like and shares are appreciated 🙏💕 🚫pls don't repost/steal🚫

#kpopdemonhunters #kpopdemonhuntersfanart #romancesaja #sajaboys #kpdhfanart  #photocard  #fanart #kpdhromance #kpdh #kpop",54,24,at://did:plc:ph3waywsuoj27q5bselgl2hz/app.bsky.feed.post/3lv2ip4gc5k2f
#photocard,2025-07-28T20:02:54.106Z,s4tk0.bsky.social,"Vi Photocard done!!! I love how this one turned out! I'll likely be making one for Jinx next, but I have a couple of Caitlyns already printed out and ready to be made!
#viarcane #league #vi #leagueoflegends #photocard #arcane",2,0,at://did:plc:ooxd5ylyytz6laiga4vtdwno/app.bsky.feed.post/3lv2f5flia22j
#photocard,2025-07-27T20:37:06.300Z,microtech.bsky.social,"HMV Japan is releasing new photocards featuring Ren Umehara from the drama ""Suspicious Partner""! Get your hands on these exclusive collectibles. HMVJapan #Photocard #RenUmehara #SuspiciousPartner #Collectibles #Drama Link",0,0,at://did:plc:454ofufcldejb5cagwfihxu7/app.bsky.feed.post/3luxwlqlvcm26
#photocard,2025-07-27T08:21:10.404Z,s4tk0.bsky.social,Finished a photocard of my beloved Caitlyn Kiramman❤️ It was super fun and I'm excited to go shopping tmrw to buy more stickers! #arcane #CaitlynKiramman #photocard,5,1,at://did:plc:ooxd5ylyytz6laiga4vtdwno/app.bsky.feed.post/3luwnhozvjs2t
#photocard,2025-07-25T20:05:29.110Z,zgymorph.bsky.social,"Lemon drop PC Card holder 🍋 

#Ateez #AteezFanart #Photocard",14,1,at://did:plc:gqijc4taeyzjathyfcohmaso/app.bsky.feed.post/3lustv4i42c22
#photocard,2025-07-25T20:02:44.017Z,zgymorph.bsky.social,"Oh but it’s so cute tho

#Ateez #AteezFanart #Photocard",35,5,at://did:plc:gqijc4taeyzjathyfcohmaso/app.bsky.feed.post/3lustq7hluk22
#photocard,2025-07-25T11:56:18.510Z,nerdybirdyart.bsky.social,#absolutesuperman #superman #kalel #clarkkent #chibi #fanart #photocard,3,1,at://did:plc:sex4qvlwzovohc6nxqzaghfm/app.bsky.feed.post/3lurykl6gtc2a
#photocard,2025-07-23T13:29:55.147Z,d-jaella-h.bsky.social,"First time making freebies for the Runseokjin tour in Amsterdam. You can see me on the 9th of August. I hope to see you there. 

#freebies #runseokjin #tour #concert #art #fanart #packing #Amsterdam #sticker #photocard #confetti #jin #bts #seokjin #kimseokjin",2,0,at://did:plc:antez3rwatlfxfsrs3xxc6oo/app.bsky.feed.post/3lun4tz46622o
#photocard,2025-07-23T12:27:02.846Z,c-te.bsky.social,"🎶 My pre-concert purchases are rolling in, part of the fun of concert going. I couldn't resist this camera shaped power bank with KAI's animal group 🧸; so cute! I'm not a collector (craft supplies don't count, right?), so I purchased a single #KAI #photocard from Etsy's hjfairy 💙 

#chicagoartist",1,0,at://did:plc:eo7uyllrwenpwlr264rkv32d/app.bsky.feed.post/3lumzdkyt6k2m
#photocard,2025-07-21T18:33:39.142Z,spidereyez.bsky.social,"Sooo I attempted a photo card edit of my MC cosplay & now I wanna do more lol 

Also working on some art 🎨 

*Editing done in PicsArt 

#loveanddeepspace #loveanddeepspacemc #otome #otomegame #otomecosplay #mobilegame #cosplay #photocard",5,2,at://did:plc:yjtuxsbfmjkk63qhgdmktkrp/app.bsky.feed.post/3luinnakf322j
#photocard,2025-07-21T16:16:53.944Z,d-jaella-h.bsky.social,"made photocard freebies for the concert in Amsterdam. see you on the 9th 

#bts #jin #kimseokjin #runseokjin #tour #concert #freebies #photocard #graphic #design #seokjin",1,0,at://did:plc:antez3rwatlfxfsrs3xxc6oo/app.bsky.feed.post/3luifaof4bc2m
#photocard,2025-07-11T01:12:45.940Z,kimicka13.bsky.social,Would anyone be interested in buying these Blackpink Photocards? #blackpink #jennie #lisa #rose #jisoo #kpop #photocard,2,0,at://did:plc:5hogcnzal7oj2e5ymlshj2au/app.bsky.feed.post/3ltno2vo4gk2t
#photocard,2025-06-29T19:38:58.047Z,bloodymariarose.bsky.social,"AND IT WAS AN ALBUM PULL, NOT A TRADE 🙌🏼😭 I know the Chan biased STAYs out there are coming for me for this one 🫣 my doors and windows are LOCKED. #kpop #straykids #bangchan #bangchanstraykids #skz #photocard #photocardkpop #kpoppc #CB97",0,0,at://did:plc:cbncmvhx37ly2hbi5zeyn45r/app.bsky.feed.post/3lsrgbyhats2n
#photocard,2025-06-27T00:15:14.640Z,petriidish.bsky.social,"Click the link to my link click fanart merch 😏
snailasleep.etsy.com/listing/4326...

#smallbusiness #photocard",1,0,at://did:plc:dhinfgve72rm2qz2pawbbsde/app.bsky.feed.post/3lsked7dz3s2d
#photocard,2025-06-25T00:46:57.743Z,genesisjamesofcl.bsky.social,"I wanna start creating little photocards for some of the main characters in my IcarusCode world. Here's one to start with from one of my main characters: Shania Williams!!

#oc #ocart #originalcharacter #photocard #shania #shaniawilliams #icaruscode",3,0,at://did:plc:p6qnv6usmotl6hrmohwiwh5c/app.bsky.feed.post/3lsff5mhvac2n
#photocard,2025-06-24T12:43:50.142Z,ossiconearts.bsky.social,"🎊🎉🎊!!!!
Thank you all so much! It's really exciting to have my first sold out product!

#straykids #photocard #photocardholder #etsy #soldout #kpop",0,0,at://did:plc:sqg5b6b4saijh6qoqy6nrmem/app.bsky.feed.post/3lse4qrkhx22s
#photocard,2025-06-20T18:06:12.945Z,tatilustra.bsky.social,"🌟 Miku photocard! 🌟

#miku #hatsunemiku #vocaloid #mikufanart #hatsunemikufanart #vocaloidfanart #photocards #photocard #vocaloidphotocard #fanart #art #digitalart #portugueseartists #artistasportugueses",4,1,at://did:plc:iza27tctk65kghcbjubzk5i6/app.bsky.feed.post/3ls2mvt3iep27
#photocard,2025-06-19T16:52:39.940Z,mimscosara.bsky.social,"⭐️39 cards in 1 year ⭐️

What's your favorite pack? ๑(◕‿◕)๑

Shares are appreciated 💖
.
.
.
#card #photocard #anime #gachiakuta #dandadan #dungeonmeshi #hunterxhunter",36,9,at://did:plc:3zpsjqvgu75wfopk3ho372v4/app.bsky.feed.post/3lrxyd6egu22y
#photocard,2025-06-18T03:10:50.652Z,shuasiopao.bsky.social,finished another #photocard #VGenComm !! thank you so much!,3,1,at://did:plc:6fptn4qpab7chmsupvasfvon/app.bsky.feed.post/3lrtzwvvjw225
#photocard,2025-06-17T23:56:48.951Z,hitmagazine.com.br,"Quem aí não gosta de um photocard lindo do utt?

Vocês são do time pose fofinha ou mais engraçada? 

Nessa thread separamos as fotos com as poses mais icônicas de alguns grupos!!!

Comenta aqui se está faltando algum na nossa lista!

#PHOTOCARD #HITMAGAZINE",5,0,at://did:plc:3ocnyumtortxcklgxnmobuzx/app.bsky.feed.post/3lrtp3bepbc22
#photocard,2025-06-14T17:50:10.750Z,rayaeternum.bsky.social,"Went to Forbidden Planet in London today to see what cool LGBTQ books existed. So I took this as an opportunity to photograph these photocards from Sero.

There was an air show that threw out the colours of the trans flag too!

#London #Photocard #Stolitz #pride #transflag #airshow",10,0,at://did:plc:2ei77azlp2xp4imxiaqofula/app.bsky.feed.post/3lrlj7i54a22x
#photocard,2025-06-10T23:10:05.050Z,ossiconearts.bsky.social,"More info on Etsy! (Link in bio)
Stray Kids photocard holders!
Holders fit normal album mini pcs.
**Official pc NOT included.

#Straykids #bangchan #felix #seungmin #changbin #hyunjin #han #jeongin #leeknow #kpop #photocard #fanmadekpopmerch",0,0,at://did:plc:sqg5b6b4saijh6qoqy6nrmem/app.bsky.feed.post/3lrbz5skdo227
#photocard,2025-06-10T00:27:34.654Z,zazzlegreetings.bsky.social,"Check out this product! tr.ee/llNFkY
🎉 
Make this Father’s Day extra special with a personalized photo card designed just for Dad! 
#FathersDayCard #CustomPhotoGift #PersonalizedDadCard #FromDaughter #FromSon #BestDadEver #DIYFathersDay #PhotoCard #SentimentalGift #DadMemories",1,1,at://did:plc:46r6mkz7v3bsj2gdfpx3rzjy/app.bsky.feed.post/3lr7n2upii22g
#photocard,2025-06-02T11:52:11.451Z,rexbeast12.bsky.social,"Finally got Cosmo and realized I rly want a photocard in irl.😢😜🤩
#kpop #Artms #tripleS
#Modhaus #photocard #Wav #Ourii",0,0,at://did:plc:4ewfdzp2o2wc4vzl7gtk5pr7/app.bsky.feed.post/3lqmpm6uexk2g
#photocard,2025-05-28T21:58:59.370Z,kookoopuppy.bsky.social,🏷️ #txt #txtwts #wtstxt #wts #wtttxt #txttrade #tomorrowxtogether #wts #wtt #wtb #txtwtb #tomorrow #photocard #txtpc #txtphotocard #jpnmerch #japan #wttsoobin #soobinwts #wtsbeomgyu #beomgyuwts #wtstaehyun #taehyunwts #wtshueningkai #hueningkaiwts #soobin #yeonjun #beomgyu #taehyun #hueningkai,0,0,at://did:plc:2v7gn7iv5muncdvwud3e6puh/app.bsky.feed.post/3lqb76vkwb223
#photocard,2025-05-28T14:09:19.144Z,jcomaeda.bsky.social,"My OC Photocard and Profile Picture :) 
Thinking to make them as freebies on the next booth event 😆
Why so many art styles? Because I'm bored 🙃 and I do think it's fit with their theme somehow #OC #originalcharacter #jcomaeda #photocard",2,0,at://did:plc:sdymz6zdozkp7iy6u7qwsyzp/app.bsky.feed.post/3lqaewoznu22k
#photocard,2025-05-21T16:44:23.869Z,kookoopuppy.bsky.social,"🏷️
#txt #wtttxt #txtwtt #txttrade #txttrades #txttrading #wtt #tomorrowxtogether #wtt #tomorrow #photocard #txtpc #txtphotocard #japan #jpn #wttsoobin #soobinwtt #wttyeonjun #yeonjunwtt #wttbeomgyu #beomgyuwtt #wtttaehyun #taehyunwtt #wtthueningkai #hueningkaiwtt #soobin #beomgyu #taehyun #hueningkai",0,0,at://did:plc:2v7gn7iv5muncdvwud3e6puh/app.bsky.feed.post/3lpp2dwlit22a
#photocard,2025-05-21T16:43:28.273Z,kookoopuppy.bsky.social,"🏷️
#txt #wtttxt #txtwtt #txttrade #txttrades #txttrading #wtt #tomorrowxtogether #wtt #tomorrow #photocard #txtpc #txtphotocard #japan #jpn #wttsoobin #soobinwtt #wttyeonjun #yeonjunwtt #wttbeomgyu #beomgyuwtt #wtttaehyun #taehyunwtt #wtthueningkai #hueningkaiwtt #soobin #beomgyu #taehyun #hueningkai",0,0,at://did:plc:2v7gn7iv5muncdvwud3e6puh/app.bsky.feed.post/3lpp2cbfsps2a
