Group_Name,Group_QID,Member_Name_EN,Member_Name_KO,Member_QID,Kind,Source
KATSEYE,Q123480242,Manon Bannerman,마농 배너맨,Q124692741,GROUP,Wikidata_P463_P527
KATSEYE,Q123480242,Megan Skiendiel,메간,Q124692787,GROUP,Wikidata_P463_P527
KATSEYE,Q123480242,Sophia Laforteza,소피아,Q124692753,GROUP,Wikidata_P463_P527
KATSEYE,Q123480242,Yoonchae Jeung,윤채,Q124692801,GROUP,Wikidata_P463_P527
KENTA・SANGGYUN,Q56534357,Kim Sang-gyun,김상균,Q16168074,GROUP,Wikidata_P463_P527
KENTA・SANGGYUN,Q56534357,Takada Kenta,타카다 켄타,Q34442955,GROUP,Wikidata_P463_P527
KISS OF LIFE,Q118314702,Belle,벨,Q120960067,GROUP,Wikidata_P463_P527
KISS OF LIFE,Q118314702,Haneul,하늘,Q120960068,GROUP,Wikidata_P463_P527
KISS OF LIFE,Q118314702,Julie,쥴리,Q120960066,GROUP,Wikidata_P463_P527
KISS OF LIFE,Q118314702,Natty,나띠,Q93481484,GROUP,Wikidata_P463_P527
KNK,Q23022478,Hyunjong,현경,Q68478721,GROUP,Wikidata_P463_P527
KNK,Q23022478,Jeong In-seong,정인성,Q60567217,GROUP,Wikidata_P463_P527
KNK,Q23022478,Kim Jihun,김지훈,Q67991396,GROUP,Wikidata_P463_P527
KNK,Q23022478,Lee Dong-won,이동원,Q67991392,GROUP,Wikidata_P463_P527
KNK,Q23022478,Oh Heejun,오희준,Q67991401,GROUP,Wikidata_P463_P527
KNK,Q23022478,Park Seo Ham,박서함,Q49233458,GROUP,Wikidata_P463_P527
Kandis,Q2615105,Frank Thøgersen,,Q16323571,GROUP,Wikidata_P463_P527
Kandis,Q2615105,Johnny Hansen,,Q12320237,GROUP,Wikidata_P463_P527
Kandis,Q2615105,Jørgen Hein Jørgensen,,Q101966911,GROUP,Wikidata_P463_P527
Kandis,Q2615105,Michael Kratz,,Q47001133,GROUP,Wikidata_P463_P527
Kep1er,Q109077000,Choi Yu-jin,최유진,Q28698283,GROUP,Wikidata_P463_P527
Kep1er,Q109077000,Hikaru Ezaki,에자키 히카루,Q109108909,GROUP,Wikidata_P463_P527
Kep1er,Q109077000,Huening Bahiyyih,휴닝바히에,Q109109100,GROUP,Wikidata_P463_P527
Kep1er,Q109077000,Kang Ye-seo,강예서,Q12582984,GROUP,Wikidata_P463_P527
Kep1er,Q109077000,Kim Chae-hyun,김채현,Q109108660,GROUP,Wikidata_P463_P527
Kep1er,Q109077000,Kim Dayeon,김다연,Q109120276,GROUP,Wikidata_P463_P527
Kep1er,Q109077000,Seo Young-eun,서영은,Q109141485,GROUP,Wikidata_P463_P527
Kep1er,Q109077000,Shen Xiaoting,션샤오팅,Q109108495,GROUP,Wikidata_P463_P527
KiiiKiii,Q132526762,Haum,하음,Q133828177,GROUP,Wikidata_P463_P527
KiiiKiii,Q132526762,Jiyu,지유,Q133828174,GROUP,Wikidata_P463_P527
KiiiKiii,Q132526762,Kya,키야,Q133828178,GROUP,Wikidata_P463_P527
KiiiKiii,Q132526762,Leesol,이솔,Q133828175,GROUP,Wikidata_P463_P527
KiiiKiii,Q132526762,Sui,수이,Q133828176,GROUP,Wikidata_P463_P527
Kim Jae-joong,Q169717,Kim Jae-joong,김재중,Q169717,SOLO,Wikidata_Entity
Kim Se-jeong,Q22911780,Kim Se-jeong,김세정,Q22911780,SOLO,Wikidata_Entity
Kim Seri,Q93132814,AleXa,알렉사,Q93132814,SOLO,Wikidata_Entity
Kim Wooseok,Q28698246,Kim Woo-seok,김우석,Q28698246,SOLO,Wikidata_Entity
Kwon Eunbi,Q56505060,Kwon Eun-bi,권은비,Q56505060,SOLO,Wikidata_Entity
LABOUM,Q18344661,Ahn Sol-bin,솔빈,Q25842425,GROUP,Wikidata_P463_P527
LABOUM,Q18344661,Haein,해인,Q54598788,GROUP,Wikidata_P463_P527
LABOUM,Q18344661,Jeong So-yeon,소연,Q25842424,GROUP,Wikidata_P463_P527
LABOUM,Q18344661,Jinyea,진예,Q50109116,GROUP,Wikidata_P463_P527
LABOUM,Q18344661,Kim Yu-jeong,유정,Q30944712,GROUP,Wikidata_P463_P527
LABOUM,Q18344661,Yulhee,율희,Q30949603,GROUP,Wikidata_P463_P527
LAPILLUS,Q112620284,Chanty,샨티,Q115518557,GROUP,Wikidata_P463_P527
LC9,Q13580493,Kang Hyeon-su,강현수,Q67933442,GROUP,Wikidata_P463_P527
LE SSERAFIM,Q111381707,Hong Eun-chae,홍은채,Q111544444,GROUP,Wikidata_P463_P527
LE SSERAFIM,Q111381707,Huh Yun-jin,허윤진,Q111537648,GROUP,Wikidata_P463_P527
LE SSERAFIM,Q111381707,Kazuha Nakamura,카즈하,Q111544446,GROUP,Wikidata_P463_P527
LE SSERAFIM,Q111381707,Kim Chaewon,김채원,Q56660174,GROUP,Wikidata_P463_P527
LE SSERAFIM,Q111381707,Kim Ga-ram,김가람,Q111544443,GROUP,Wikidata_P463_P527
LE SSERAFIM,Q111381707,Sakura Miyawaki,사쿠라,Q869966,GROUP,Wikidata_P463_P527
LED Apple,Q487363,I-OH,이오,Q16091024,GROUP,Wikidata_P463_P527
LED Apple,Q487363,Jae-hoon,재훈,Q16097672,GROUP,Wikidata_P463_P527
LED Apple,Q487363,Jang Han-byul,한별,Q12624041,GROUP,Wikidata_P463_P527
LED Apple,Q487363,Kim Hyo-seok,김효석,Q14944850,GROUP,Wikidata_P463_P527
LED Apple,Q487363,Kyumin,규민,Q12586220,GROUP,Wikidata_P463_P527
LED Apple,Q487363,Lee Min-yong,이민용,Q16097208,GROUP,Wikidata_P463_P527
LED Apple,Q487363,Lee Sung-hyun,이성현,Q16097348,GROUP,Wikidata_P463_P527
LED Apple,Q487363,Park Keon-woo,박건우,Q12583400,GROUP,Wikidata_P463_P527
LED Apple,Q487363,Yeong-joon,영준,Q12607520,GROUP,Wikidata_P463_P527
LED Apple,Q487363,Zeze,최재훈,Q120260925,GROUP,Wikidata_P463_P527
LIGHTSUM,Q107005985,Chowon,초원,Q112966238,GROUP,Wikidata_P463_P527
LIGHTSUM,Q107005985,Hina,히나,Q112966239,GROUP,Wikidata_P463_P527
LIGHTSUM,Q107005985,Juhyeon,주현,Q110405710,GROUP,Wikidata_P463_P527
LIGHTSUM,Q107005985,Kim Ji-an,김지안,Q115588873,GROUP,Wikidata_P463_P527
LIGHTSUM,Q107005985,Kim Na-young,김나영,Q110405051,GROUP,Wikidata_P463_P527
LIGHTSUM,Q107005985,Oh Hui-yeon,오휘연,Q115588871,GROUP,Wikidata_P463_P527
LIGHTSUM,Q107005985,Sangah,상아,Q115588560,GROUP,Wikidata_P463_P527
LIGHTSUM,Q107005985,Yujeong,유정,Q109257515,GROUP,Wikidata_P463_P527
LOONA,Q28025953,Choerry,최리,Q58224261,GROUP,Wikidata_P463_P527
LOONA,Q28025953,Chuu,츄,Q56816551,GROUP,Wikidata_P463_P527
LOONA,Q28025953,Go Won,고원,Q58825794,GROUP,Wikidata_P463_P527
LOONA,Q28025953,Haseul,하슬,Q57318729,GROUP,Wikidata_P463_P527
LOONA,Q28025953,Heejin,희진,Q56259179,GROUP,Wikidata_P463_P527
LOONA,Q28025953,Hyeju,혜주,Q58825825,GROUP,Wikidata_P463_P527
LOONA,Q28025953,JinSoul,진솔,Q56825122,GROUP,Wikidata_P463_P527
LOONA,Q28025953,Kim Hyunjin,현진,Q48893612,GROUP,Wikidata_P463_P527
LOONA,Q28025953,Kim Lip,김립,Q56816418,GROUP,Wikidata_P463_P527
LOONA,Q28025953,ViVi,비비,Q57317398,GROUP,Wikidata_P463_P527
LOONA,Q28025953,Yeojin,여진,Q56824821,GROUP,Wikidata_P463_P527
LOONA,Q28025953,Yves,이브,Q58825704,GROUP,Wikidata_P463_P527
LUNARSOLAR,Q98136614,권지은,권지은,Q138754976,GROUP,Wikidata_P463_P527
Ladies’ Code,Q11588897,Ashley Choi,애슐리,Q18325355,GROUP,Wikidata_P463_P527
Ladies’ Code,Q11588897,EunB,은비,Q16173535,GROUP,Wikidata_P463_P527
Ladies’ Code,Q11588897,Kwon Ri-se,권리세,Q9300078,GROUP,Wikidata_P463_P527
Ladies’ Code,Q11588897,Lee So-jung,소정,Q16083607,GROUP,Wikidata_P463_P527
Ladies’ Code,Q11588897,Zuny,주니,Q18325356,GROUP,Wikidata_P463_P527
Latency,Q137734516,Jee Won,지원,Q84324500,GROUP,Wikidata_P463_P527
Latency,Q137734516,Kim Hyunjin,현진,Q48893612,GROUP,Wikidata_P463_P527
Lee Hi,Q24945,Lee Hi,이하이,Q24945,SOLO,Wikidata_Entity
Lee Hyori,Q232491,Lee Hyori,이효리,Q232491,SOLO,Wikidata_Entity
Lee Jiyeon,Q55733453,Lee Ji-yeon,이지연,Q55733453,SOLO,Wikidata_Entity
Lee Jun Young,Q28699255,Lee Jun-young,이준영,Q28699255,SOLO,Wikidata_Entity
Lee Youngji,Q96873744,Lee Young-ji,이영지,Q96873744,SOLO,Wikidata_Entity
Loossemble,Q121975741,Hyeju,혜주,Q58825825,GROUP,Wikidata_P463_P527
Loossemble,Q121975741,Kim Hyunjin,현진,Q48893612,GROUP,Wikidata_P463_P527
Loossemble,Q121975741,ViVi,비비,Q57317398,GROUP,Wikidata_P463_P527
Loossemble,Q121975741,Yeojin,여진,Q56824821,GROUP,Wikidata_P463_P527
Lovelyz,Q18437003,Baby Soul,베이비소울,Q16181012,GROUP,Wikidata_P463_P527
Lovelyz,Q18437003,JIN,JIN,Q18381209,GROUP,Wikidata_P463_P527
Lovelyz,Q18437003,Jeong Ye-in,정예인,Q21012418,GROUP,Wikidata_P463_P527
Lovelyz,Q18437003,Kei,Kei,Q12588803,GROUP,Wikidata_P463_P527
Lovelyz,Q18437003,Lee Mi-joo,이미주,Q21059878,GROUP,Wikidata_P463_P527
Lovelyz,Q18437003,Ryu Su-jeong,류수정,Q20946085,GROUP,Wikidata_P463_P527
Lovelyz,Q18437003,Seo Ji-soo,서지수,Q18531271,GROUP,Wikidata_P463_P527
Lovelyz,Q18437003,Yoo Ji-ae,유지애,Q13428840,GROUP,Wikidata_P463_P527
Lucas,Q320980,Lucas van Leyden,,Q320980,SOLO,Wikidata_Entity
MADEIN,Q114554468,Kang Ye-seo,강예서,Q12582984,GROUP,Wikidata_P463_P527
MADEIN,Q114554468,Kim Su-hye,김수혜,Q114554575,GROUP,Wikidata_P463_P527
MADEIN,Q114554468,Mashiro Sakamoto,사카모토 마시로,Q109108584,GROUP,Wikidata_P463_P527
MADEIN,Q114554468,MiU,이토 미유,Q114554571,GROUP,Wikidata_P463_P527
MADEIN,Q114554468,Oh Ga-eun,오가은,Q114554574,GROUP,Wikidata_P463_P527
MAMAMOO,Q17278068,Hwasa,화사,Q19603912,GROUP,Wikidata_P463_P527
MAMAMOO,Q17278068,Moonbyul,문별,Q19483782,GROUP,Wikidata_P463_P527
MAMAMOO,Q17278068,Solar,솔라,Q19483969,GROUP,Wikidata_P463_P527
MAMAMOO,Q17278068,Wheein,휘인,Q19603930,GROUP,Wikidata_P463_P527
MBLAQ,Q499183,G.O,지오,Q5512084,GROUP,Wikidata_P463_P527
MBLAQ,Q499183,Lee Joon,이준,Q496846,GROUP,Wikidata_P463_P527
MBLAQ,Q499183,Mir,미르,Q11242163,GROUP,Wikidata_P463_P527
MBLAQ,Q499183,Seungho,승호,Q13607989,GROUP,Wikidata_P463_P527
MBLAQ,Q499183,Thunder,천둥,Q1195195,GROUP,Wikidata_P463_P527
MCND,Q85873198,BIC,빅,Q124854418,GROUP,Wikidata_P463_P527
MCND,Q85873198,Castle J,캐슬제이,Q97704455,GROUP,Wikidata_P463_P527
MCND,Q85873198,Huijin,노휘준,Q97932927,GROUP,Wikidata_P463_P527
MCND,Q85873198,Minjae,송민재,Q124854436,GROUP,Wikidata_P463_P527
MCND,Q85873198,Win,방준혁,Q124289564,GROUP,Wikidata_P463_P527
ME:I,Q123859475,AYANE,,Q126066834,GROUP,Wikidata_P463_P527
ME:I,Q123859475,KEIKO,,Q126068829,GROUP,Wikidata_P463_P527
ME:I,Q123859475,KOKONA,,Q126068084,GROUP,Wikidata_P463_P527
ME:I,Q123859475,Kokoro Kato,카토 코코로,Q60874071,GROUP,Wikidata_P463_P527
ME:I,Q123859475,MIU,,Q126067083,GROUP,Wikidata_P463_P527
ME:I,Q123859475,Momona Kasahara,카사하라 모모나,Q29635449,GROUP,Wikidata_P463_P527
ME:I,Q123859475,RINON,,Q126066683,GROUP,Wikidata_P463_P527
ME:I,Q123859475,Ran Ishii,이시이 란,Q79018672,GROUP,Wikidata_P463_P527
ME:I,Q123859475,SUZU,,Q126067576,GROUP,Wikidata_P463_P527
ME:I,Q123859475,Shizuku Iida,,Q123860042,GROUP,Wikidata_P463_P527
ME:I,Q123859475,TSUZUMI,,Q126069328,GROUP,Wikidata_P463_P527
MEOVV,Q130084175,Anna Tanaka,안나,Q65963088,GROUP,Wikidata_P463_P527
MEOVV,Q130084175,Ella Gross,엘라,Q126015441,GROUP,Wikidata_P463_P527
MEOVV,Q130084175,Gawon,가원,Q132147276,GROUP,Wikidata_P463_P527
MEOVV,Q130084175,Narin,나린,Q132147277,GROUP,Wikidata_P463_P527
MEOVV,Q130084175,Sooin,수인,Q132147275,GROUP,Wikidata_P463_P527
MILLIC,Q447437,Millie Small,,Q447437,SOLO,Wikidata_Entity
MINIMANI,Q117435233,Yu Soo-hyun,유수현,Q126080030,GROUP,Wikidata_P463_P527
MIRAE,Q105451317,이준혁,이준혁,Q112023501,GROUP,Wikidata_P463_P527
MIRAE,Q105451317,E-VAN,,Q137883959,GROUP,Wikidata_P463_P527
MIRAE,Q105451317,Lee Jun-hyuk,이준혁,Q131582068,GROUP,Wikidata_P463_P527
MIRAE,Q105451317,Son Dong-pyo,손동표,Q66737978,GROUP,Wikidata_P463_P527
MOBB,Q26817488,Bobby,바비,Q18015644,GROUP,Wikidata_P463_P527
MODYSSEY,Q137666840,Zihao,,Q137667736,GROUP,Wikidata_P463_P527
MOMOLAND,Q27820706,Ahin,아인,Q43111145,GROUP,Wikidata_P463_P527
MOMOLAND,Q27820706,Daisy,데이지,Q43110988,GROUP,Wikidata_P463_P527
MOMOLAND,Q27820706,JooE,주이,Q47524999,GROUP,Wikidata_P463_P527
MOMOLAND,Q27820706,Kim Na-yun,나윤,Q53316840,GROUP,Wikidata_P463_P527
MOMOLAND,Q27820706,Kim Tae-ha,태하,Q53316743,GROUP,Wikidata_P463_P527
MOMOLAND,Q27820706,Lee Hye-bin,혜빈,Q53316231,GROUP,Wikidata_P463_P527
MOMOLAND,Q27820706,Nancy,낸시,Q18116606,GROUP,Wikidata_P463_P527
MOMOLAND,Q27820706,Sung Ji-yeon,제인,Q53316644,GROUP,Wikidata_P463_P527
MOMOLAND,Q27820706,Yeonwoo,연우,Q29994676,GROUP,Wikidata_P463_P527
MONSTA X,Q19855151,Hyung-won,형원,Q28549791,GROUP,Wikidata_P463_P527
MONSTA X,Q19855151,I.M,아이엠,Q28549782,GROUP,Wikidata_P463_P527
MONSTA X,Q19855151,Kihyun,기현,Q27951584,GROUP,Wikidata_P463_P527
MONSTA X,Q19855151,Lee Jooheon,주헌,Q23008017,GROUP,Wikidata_P463_P527
MONSTA X,Q19855151,Minhyuk,민혁,Q28746303,GROUP,Wikidata_P463_P527
MONSTA X,Q19855151,Shownu,셔누,Q24834621,GROUP,Wikidata_P463_P527
MONSTA X,Q19855151,Wonho,원호,Q28549863,GROUP,Wikidata_P463_P527
MUU,Q5397294,Artists’ Association MUU,,Q5397294,SOLO,Wikidata_Entity
MYTEEN,Q28415681,Kim Kook-heon,김국헌,Q66711922,GROUP,Wikidata_P463_P527
MYTEEN,Q28415681,Lee Tae-vin,이태빈,Q104665815,GROUP,Wikidata_P463_P527
MYTEEN,Q28415681,Shin Jun-seop,신준섭,Q85877738,GROUP,Wikidata_P463_P527
MYTEEN,Q28415681,Song Yu-bin,송유빈,Q24855847,GROUP,Wikidata_P463_P527
MelodyDay,Q16951368,Cha-hee,차희,Q64039216,GROUP,Wikidata_P463_P527
MelodyDay,Q16951368,Ye-in,예인,Q85982827,GROUP,Wikidata_P463_P527
MelodyDay,Q16951368,Yeo-eun,여은,Q21059493,GROUP,Wikidata_P463_P527
MelodyDay,Q16951368,Yoo-min,유민,Q105706019,GROUP,Wikidata_P463_P527
Mirani,Q105705445,Mirani,미란이,Q105705445,SOLO,Wikidata_Entity
Miss A,Q284740,Bae Suzy,수지,Q464645,GROUP,Wikidata_P463_P527
Miss A,Q284740,Meng Jia,지아,Q495302,GROUP,Wikidata_P463_P527
Miss A,Q284740,Min,민,Q495099,GROUP,Wikidata_P463_P527
Miss A,Q284740,Wang Feifei,페이,Q3457830,GROUP,Wikidata_P463_P527
MyB,Q22099765,Choi Moon-hee,문희,Q47672191,GROUP,Wikidata_P463_P527
MyB,Q22099765,HARU,하루,Q61098087,GROUP,Wikidata_P463_P527
MyB,Q22099765,Jeon Hee-joo,전희주,Q64574752,GROUP,Wikidata_P463_P527
MyB,Q22099765,Jung Ha-yoon,정하윤,Q86901476,GROUP,Wikidata_P463_P527
N.Flying,Q15727149,Cha Hun,차훈,Q18230972,GROUP,Wikidata_P463_P527
N.Flying,Q15727149,Kim Jae-hyun,김재현,Q18444053,GROUP,Wikidata_P463_P527
N.Flying,Q15727149,Kwon Kwang Jin,권광진,Q18229754,GROUP,Wikidata_P463_P527
N.Flying,Q15727149,Lee Seung-hyub,이승협,Q18230780,GROUP,Wikidata_P463_P527
N.Flying,Q15727149,Seo Dong-sung,서동성,Q97208928,GROUP,Wikidata_P463_P527
N.Flying,Q15727149,Yoo Hwe-seung,유회승,Q60467873,GROUP,Wikidata_P463_P527
NAZE,Q16394330,Nazeni Hovhannisyan,나제니 홉한니샨,Q16394330,SOLO,Wikidata_Entity
NCT,Q23725822,Dong Sicheng,윈윈,Q56259872,GROUP,Wikidata_P463_P527
NCT,Q23725822,Haechan,이동혁,Q19730396,GROUP,Wikidata_P463_P527
NCT,Q23725822,Hirose Ryo,히로세 료,Q123153864,GROUP,Wikidata_P463_P527
NCT,Q23725822,Jaehyun,정재현,Q26267642,GROUP,Wikidata_P463_P527
NCT,Q23725822,Johnny Suh,쟈니,Q47690025,GROUP,Wikidata_P463_P527
NCT,Q23725822,Jung Sung-chan,정성찬,Q104370500,GROUP,Wikidata_P463_P527
NCT,Q23725822,Kim Daeyoung,김대영,Q122349180,GROUP,Wikidata_P463_P527
NCT,Q23725822,Kim Doyoung,도영,Q26689987,GROUP,Wikidata_P463_P527
NCT,Q23725822,Kim Jungwoo,김정우,Q60831979,GROUP,Wikidata_P463_P527
NCT,Q23725822,Lee Je-no,제노,Q28741579,GROUP,Wikidata_P463_P527
NCT,Q23725822,Lee Tae-yong,태용,Q26459163,GROUP,Wikidata_P463_P527
NCT,Q23725822,Liu Yangyang,양양,Q67975872,GROUP,Wikidata_P463_P527
NCT,Q23725822,Lucas,루카스,Q52219380,GROUP,Wikidata_P463_P527
NCT,Q23725822,Maeda Riku,마에다 리쿠,Q122309465,GROUP,Wikidata_P463_P527
NCT,Q23725822,Mark Lee,마크,Q26689986,GROUP,Wikidata_P463_P527
NCT,Q23725822,Moon Tae-il,태일,Q28653640,GROUP,Wikidata_P463_P527
NCT,Q23725822,Na Jaemin,나재민,Q27431345,GROUP,Wikidata_P463_P527
NCT,Q23725822,Oh Sion,오시온,Q122272723,GROUP,Wikidata_P463_P527
NCT,Q23725822,Park Ji-sung,박지성,Q27477017,GROUP,Wikidata_P463_P527
NCT,Q23725822,Qian Kun,쿤,Q60644128,GROUP,Wikidata_P463_P527
NCT,Q23725822,Renjun Huang,런쥔,Q60229471,GROUP,Wikidata_P463_P527
NCT,Q23725822,Sakuya Fujinaga,후지나가 사쿠야,Q122363261,GROUP,Wikidata_P463_P527
NCT,Q23725822,Shotaro Osaki,쇼타로,Q104604557,GROUP,Wikidata_P463_P527
NCT,Q23725822,Ten,텐,Q26451151,GROUP,Wikidata_P463_P527
NCT,Q23725822,Tokuno Yushi,토쿠노 유우시,Q122293880,GROUP,Wikidata_P463_P527
NCT,Q23725822,Wong Kunhang,헨드리,Q64604849,GROUP,Wikidata_P463_P527
NCT,Q23725822,Xiao Dejun,샤오쥔,Q67975453,GROUP,Wikidata_P463_P527
NCT,Q23725822,Yuta Nakamoto,나카모토 유타,Q22773776,GROUP,Wikidata_P463_P527
NCT,Q23725822,Zhong Chenle,천러,Q30945670,GROUP,Wikidata_P463_P527
NCT 127,Q55624444,Dong Sicheng,윈윈,Q56259872,GROUP,Wikidata_P463_P527
NCT 127,Q55624444,Haechan,이동혁,Q19730396,GROUP,Wikidata_P463_P527
NCT 127,Q55624444,Jaehyun,정재현,Q26267642,GROUP,Wikidata_P463_P527
NCT 127,Q55624444,Johnny Suh,쟈니,Q47690025,GROUP,Wikidata_P463_P527
NCT 127,Q55624444,Kim Doyoung,도영,Q26689987,GROUP,Wikidata_P463_P527
NCT 127,Q55624444,Kim Jungwoo,김정우,Q60831979,GROUP,Wikidata_P463_P527
NCT 127,Q55624444,Lee Tae-yong,태용,Q26459163,GROUP,Wikidata_P463_P527
NCT 127,Q55624444,Mark Lee,마크,Q26689986,GROUP,Wikidata_P463_P527
NCT 127,Q55624444,Moon Tae-il,태일,Q28653640,GROUP,Wikidata_P463_P527
NCT 127,Q55624444,Yuta Nakamoto,나카모토 유타,Q22773776,GROUP,Wikidata_P463_P527
NCT DREAM,Q47002841,Haechan,이동혁,Q19730396,GROUP,Wikidata_P463_P527
NCT DREAM,Q47002841,Lee Je-no,제노,Q28741579,GROUP,Wikidata_P463_P527
NCT DREAM,Q47002841,Mark Lee,마크,Q26689986,GROUP,Wikidata_P463_P527
NCT DREAM,Q47002841,Na Jaemin,나재민,Q27431345,GROUP,Wikidata_P463_P527
NCT DREAM,Q47002841,Park Ji-sung,박지성,Q27477017,GROUP,Wikidata_P463_P527
NCT DREAM,Q47002841,Renjun Huang,런쥔,Q60229471,GROUP,Wikidata_P463_P527
NCT DREAM,Q47002841,Zhong Chenle,천러,Q30945670,GROUP,Wikidata_P463_P527
NCT WISH,Q122575981,Hirose Ryo,히로세 료,Q123153864,GROUP,Wikidata_P463_P527
NCT WISH,Q122575981,Kim Daeyoung,김대영,Q122349180,GROUP,Wikidata_P463_P527
NCT WISH,Q122575981,Maeda Riku,마에다 리쿠,Q122309465,GROUP,Wikidata_P463_P527
NCT WISH,Q122575981,Oh Sion,오시온,Q122272723,GROUP,Wikidata_P463_P527
NCT WISH,Q122575981,Sakuya Fujinaga,후지나가 사쿠야,Q122363261,GROUP,Wikidata_P463_P527
NCT WISH,Q122575981,Tokuno Yushi,토쿠노 유우시,Q122293880,GROUP,Wikidata_P463_P527
NINE.i,Q111463362,Kim Joo Hyoung,,Q137883937,GROUP,Wikidata_P463_P527
NINE.i,Q111463362,Seo Won,서원,Q117747162,GROUP,Wikidata_P463_P527
NMIXX,Q109307762,Bae,배이,Q109308055,GROUP,Wikidata_P463_P527
NMIXX,Q109307762,Haewon,오해원,Q109567033,GROUP,Wikidata_P463_P527
NMIXX,Q109307762,Jini,지니,Q109307988,GROUP,Wikidata_P463_P527
NMIXX,Q109307762,Jiwoo,지우,Q109308189,GROUP,Wikidata_P463_P527
NMIXX,Q109307762,Kyujin,규진,Q109308262,GROUP,Wikidata_P463_P527
NMIXX,Q109307762,Lily,릴리,Q26196972,GROUP,Wikidata_P463_P527
NMIXX,Q109307762,Sullyoon,설윤,Q109307956,GROUP,Wikidata_P463_P527
NO:EL,Q55728779,Noel,노엘,Q55728779,SOLO,Wikidata_Entity
NOMAD,Q110205519,Nomad,,Q110205519,SOLO,Wikidata_Entity
NRG,Q626033,Chun Myung-hoon,천명훈,Q12618867,GROUP,Wikidata_P463_P527
NRG,Q626033,Kim Hwan-sung,김환성,Q16080763,GROUP,Wikidata_P463_P527
NRG,Q626033,Lee Sung-jin,이성진,Q16090965,GROUP,Wikidata_P463_P527
NRG,Q626033,Moon Sung-hoon,문성훈,Q16079898,GROUP,Wikidata_P463_P527
NRG,Q626033,Noh Yoo-min,노유민,Q12590426,GROUP,Wikidata_P463_P527
NTX,Q108878805,지성,지성,Q112023090,GROUP,Wikidata_P463_P527
NTX,Q108878805,형진,형진,Q113489850,GROUP,Wikidata_P463_P527
NU'EST,Q225105,Aron,아론,Q30014943,GROUP,Wikidata_P463_P527
NU'EST,Q225105,Baekho,강동호,Q30014972,GROUP,Wikidata_P463_P527
NU'EST,Q225105,Hwang Min-hyun,민현,Q30014912,GROUP,Wikidata_P463_P527
NU'EST,Q225105,Kim Jong Hyun,JR,Q27951585,GROUP,Wikidata_P463_P527
NU'EST,Q225105,Ren,렌,Q16156921,GROUP,Wikidata_P463_P527
Nature,Q56501962,Aurora,오로라,Q62602942,GROUP,Wikidata_P463_P527
Nature,Q56501962,Choi Yoo-bin,최유빈,Q62602972,GROUP,Wikidata_P463_P527
Nature,Q56501962,Gaga,가가,Q62602978,GROUP,Wikidata_P463_P527
Nature,Q56501962,Haru,하루,Q60993166,GROUP,Wikidata_P463_P527
Nature,Q56501962,Im Ha-young,임하영,Q62602961,GROUP,Wikidata_P463_P527
Nature,Q56501962,Kang Ye-jin,강예진,Q62603002,GROUP,Wikidata_P463_P527
Nature,Q56501962,Kim Min-jung,김민정,Q62603015,GROUP,Wikidata_P463_P527
Nature,Q56501962,Kim Sae-rok,김새록,Q62602945,GROUP,Wikidata_P463_P527
Nature,Q56501962,Kim So-hee,김소희,Q26260697,GROUP,Wikidata_P463_P527
Nature,Q56501962,Yoo Hye-joon,유혜준,Q62603009,GROUP,Wikidata_P463_P527
NewJeans,Q113189277,다니엘,다니엘,Q113455624,GROUP,Wikidata_P463_P527
NewJeans,Q113189277,Haerin,해린,Q113508917,GROUP,Wikidata_P463_P527
NewJeans,Q113189277,Hanni Pham,하니,Q113455973,GROUP,Wikidata_P463_P527
NewJeans,Q113189277,Hyein,혜인,Q113561413,GROUP,Wikidata_P463_P527
NewJeans,Q113189277,Minji,민지,Q113561403,GROUP,Wikidata_P463_P527
NiziU,Q96647935,Ayaka Arai,,Q138005079,GROUP,Wikidata_P463_P527
NiziU,Q96647935,Ayaka Arai,아라이 아야카,Q106926437,GROUP,Wikidata_P463_P527
NiziU,Q96647935,Mako Yamaguchi,야마구치 마코,Q106918546,GROUP,Wikidata_P463_P527
NiziU,Q96647935,Maya Katsumura,카츠무라 마야,Q106925309,GROUP,Wikidata_P463_P527
NiziU,Q96647935,Mayuka Ogo,오고 마유카,Q106940477,GROUP,Wikidata_P463_P527
NiziU,Q96647935,Miihi Suzuno,스즈노 미이히,Q106940664,GROUP,Wikidata_P463_P527
NiziU,Q96647935,Nina Makino,마키노 니나,Q100493495,GROUP,Wikidata_P463_P527
NiziU,Q96647935,Riku Oe,오오에 리쿠,Q106926179,GROUP,Wikidata_P463_P527
NiziU,Q96647935,Rima Nakabayashi,요코이 리마,Q106940564,GROUP,Wikidata_P463_P527
NiziU,Q96647935,Rio Hanabashi,하나바시 리오,Q106923586,GROUP,Wikidata_P463_P527
NouerA,Q132119456,JUNPYO,준표,Q133826545,GROUP,Wikidata_P463_P527
NouerA,Q132119456,LIN,린,Q133826419,GROUP,Wikidata_P463_P527
NuNew,Q111303654,Chawarin Perdpiriyawong,차와린 펏피리야웡,Q111303654,SOLO,Wikidata_Entity
OH MY GIRL,Q19794854,Arin,아린,Q29876894,GROUP,Wikidata_P463_P527
OH MY GIRL,Q19794854,Choi Hyo-jung,효정,Q22975425,GROUP,Wikidata_P463_P527
OH MY GIRL,Q19794854,Hyun Seung-hee,현승희,Q21709893,GROUP,Wikidata_P463_P527
